evaluation_tier,record_identifier,source_file,assertion_id,domain,official_source_locator,official_expected_value,expected_mapped_meaning,baseline_classification,post_correction_import_status,post_correction_stored_database_value,post_correction_api_observation,post_correction_classification,eligible_for_semantic_denominator,post_correction_rationale
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-T01,technical_import,archive-member:dcm-catalogue-data/cnw/data-cnw/cnw0017.xml; (//mei:work)[1],"{""file_size"":583753,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}",Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.,not applicable,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_source_references"",""non_exact_performance_date_not_stored"",""no_external_references""],""warning_count"":4,""warning_messages"":[""No movements found"",""No source references found"",""Non-exact performance date was not stored"",""No external references found""],""work_row_remains"":true},""stored_work_id"":49}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",not applicable,false,"The frozen official-source expectation and corrected database observation support this classification. The record has an accountable successful Stage A import and is accounted for by the corrected database observation. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B01,component_structure,count((//mei:work)[1]//mei:expression),"{""expressions"":57}",Represent all 57 expressions without assuming each expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B02,component_structure,count((//mei:work)[1]//mei:componentList),"{""component_lists"":11}",Represent all 11 component-list structures and their hierarchy.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B03,instrumentation,count((//mei:work)[1]//mei:perfRes[normalize-space()]),"{""perf_res"":62}",Represent all 62 populated performance resources and their material attributes.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""codedval_or_solo_fields"":[],""instrumentation_count"":36,""rows"":[{""name"":""1 fl."",""section"":""perfResList""},{""name"":""2 fl./fl.picc."",""section"":""perfResList""},{""name"":""2 ob."",""section"":""perfResList""},{""name"":""1 cor.ingl."",""section"":""perfResList""},{""name"":""2 cl."",""section"":""perfResList""},{""matrix_cell_omitted_middle_count"":26},{""name"":""1 B."",""section"":""perfResList""},{""name"":""2 fl."",""section"":""perfResList""},{""name"":""1 fl.picc."",""section"":""perfResList""},{""name"":""1 tamb.picc."",""section"":""perfResList""},{""name"":""1 pf."",""section"":""perfResList""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Thirty-six instrumentation rows represent only a subset of the 62 populated perfRes elements because name-based normalization and deduplication collapse source resource occurrences; material resource attributes are also absent. The surviving rows do not contradict the source, so the missing information is classified as omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B04,source_description,count(//mei:manifestation),"{""manifestations"":15}",Represent all 15 manifestations in the intended source-reference domain.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B05,source_description,count(//mei:manifestation//mei:item),"{""held_items"":13}",Represent all 13 held items and their manifestation relationships.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B06,performance_event,count((//mei:work)[1]//mei:event),"{""events"":211}",Represent all 211 catalogue events in the performance domain where applicable.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""matrix_cell_rows_bounded"":true,""performance_count"":211,""rows"":[{""database_id"":931,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":""First performance."",""performed_on"":null,""performers"":""Ferdinand Hemme (conductor), Johannes Poulsen (director)""},{""database_id"":932,""location"":""Venue: The Music Society (Musikforeningen); Place: Copenhagen"",""note"":""Concert performance (excerpts)."",""performed_on"":""1919-02-06"",""performers"":""Carl Nielsen (conductor)""},{""database_id"":933,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":""Part one."",""performed_on"":""1919-02-15"",""performers"":""Ferdinand Hemme (conductor)""},{""database_id"":934,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":""Part one."",""performed_on"":""1919-02-16"",""performers"":""Ferdinand Hemme (conductor)""},{""database_id"":935,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":""Part one."",""performed_on"":""1919-02-17"",""performers"":""Ferdinand Hemme (conductor)""},{""matrix_cell_omitted_middle_count"":201},{""database_id"":1137,""location"":""Venue: Axelborg; Place: Copenhagen"",""note"":""Negro Dance (Negerdans) only."",""performed_on"":""1931-08-24"",""performers"":""The Danish Radio Symphony Orchestra (Radiosymfoniorkestret) (ensemble), Emil Reesen (conductor)""},{""database_id"":1138,""location"":""Venue: Tivoli Concert Hall (Tivolis Koncertsal); Place: Copenhagen"",""note"":""Oriental Festive Marsch (Orientalsk Festmarch), Aladdin's Dream and the Dance of the Morning Mists (Aladdins Drøm og Morgentaagernes Dans) only."",""performed_on"":""1931-08-28"",""performers"":""Tivoli Symphony Orchestra (Tivolis Symfoniorkester) (ensemble), Frederik Schnedler-Petersen (conductor)""},{""database_id"":1139,""location"":""Venue: Forum; Place: Copenhagen"",""note"":""Oriental Festive Marsch (Orientalsk Festmarch) only."",""performed_on"":""1931-09-06"",""performers"":""The Danish Radio Symphony Orchestra (Radiosymfoniorkestret) (ensemble), Launy Grøndahl (conductor)""},{""database_id"":1140,""location"":""Place: Stockholm"",""note"":""Hindu Dance (Hindudans), Chinese Dance (Kinesisk Dans), Negro Dance (Negerdans), Chinese Dance (Kinesisk Dans), Oriental Festive Marsch (Orientalsk Festmarch) only."",""performed_on"":""1931-09-27"",""performers"":null},{""database_id"":1141,""location"":""Venue: Danish Broadcasting Corporation (Statsradiofonien); Place: Copenhagen"",""note"":""Hindu Dance (Hindu Dans), Negro Dance (Negerdans), Oriental Festive Marsch (Orientalsk Festmarch) only."",""performed_on"":""1931-10-01"",""performers"":""The Danish Radio Symphony Orchestra (Radiosymfoniorkestret) (ensemble), Emil Reesen (conductor), Peder Møller, violin (performer)""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The corrected database contains 211 Performance rows for the 211 selected catalogue events, preserving this bounded count assertion without claiming a richer event model. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B07,relation_target,count((//mei:work)[1]//*[@target]),"{""target_attributes"":92}",Retain all 92 asserted target attributes with their structural categories.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Eighty-four graphic targets remain outside ExternalReference and eight internal relation targets are also excluded. None is contradicted by an external-link row, but all 92 categorized targets remain omitted from the stored relation model. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B08,relation_target,(//mei:work)[1]//*[@target],"{""absolute_count"":0,""target_attributes"":92}",Retain the internal/relative category of every target rather than presenting it as an external link.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The database introduces no absolute external link, but 84 graphic targets and eight internal relation targets have no retained representation carrying their internal or relative category. The compound assertion is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B09,relation_target,count((//mei:work)[1]//mei:graphic[@target]),"{""graphic_targets"":84}",Retain the 84 graphic targets as graphic/incipit references.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,The frozen official-source expectation and corrected database observation support this classification. All 84 graphic targets lack a stored representation. Their information is omitted without a contradictory replacement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred.
boundary_stress,CNW 17,dcm-catalogue-data/cnw/data-cnw/cnw0017.xml,17-B10,relation_target,count((//mei:work)[1]//mei:relation[@target]),"{""relation_targets"":8}",Retain the eight relation targets with internal relation semantics.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,non_exact_performance_date_not_stored,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The eight internal relation targets are absent from ExternalReference, but no internal relation model retains their targets or semantics. The asserted relation information is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-T01,technical_import,archive-member:dcm-catalogue-data/cnw/data-cnw/cnw0002.xml; (//mei:work)[1],"{""file_size"":1539005,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}",Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.,not applicable,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_source_references""],""warning_count"":2,""warning_messages"":[""No movements found"",""No source references found""],""work_row_remains"":true},""stored_work_id"":34}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",not applicable,false,"The frozen official-source expectation and corrected database observation support this classification. The record has an accountable successful Stage A import and is accounted for by the corrected database observation. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-T02,technical_import,archive-member:dcm-catalogue-data/cnw/data-cnw/cnw0002.xml; docs/report_evidence/phase2_sample_manifest.csv#CNW 2,"{""corpus_max_size_confirmed"":true,""file_size"":1539005,""manifest_size_bytes"":1539005,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}","Record whether the baseline processes the corpus-maximum 1,539,005-byte official XML file without failure; this is technical-only.",not applicable,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_source_references""],""warning_count"":2,""warning_messages"":[""No movements found"",""No source references found""],""work_row_remains"":true},""stored_work_id"":34}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",not applicable,false,"The frozen official-source expectation and corrected database observation support this classification. The 1,539,005-byte corpus-maximum file imported successfully and is accounted for by the corrected database observation. Largest-file handling is technical-only, so it is not applicable to semantic fidelity and is excluded from the denominator. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B01,component_structure,count((//mei:work)[1]//mei:expression),"{""expressions"":54}",Represent all 54 expressions without assuming each expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B02,instrumentation,count((//mei:work)[1]//mei:perfRes[normalize-space()]),"{""perf_res"":50}",Represent all 50 populated performance resources and their material attributes.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""codedval_or_solo_fields"":[],""instrumentation_count"":33,""rows"":[{""name"":""B."",""section"":""castItem""},{""name"":""Mezz.S."",""section"":""castItem""},{""name"":""T."",""section"":""castItem""},{""name"":""B.Bar."",""section"":""castItem""},{""name"":""T.Bar."",""section"":""castItem""},{""matrix_cell_omitted_middle_count"":23},{""name"":""1 vl.1"",""section"":""perfResList""},{""name"":""1 vl.2"",""section"":""perfResList""},{""name"":""1 va."",""section"":""perfResList""},{""name"":""1 vc."",""section"":""perfResList""},{""name"":""1 cb."",""section"":""perfResList""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Thirty-three instrumentation rows represent only a subset of the 50 populated perfRes elements because source resource occurrences and attributes are lost during normalization and deduplication. The surviving rows do not contradict the source, so the missing information is classified as omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B03,source_description,count(//mei:manifestation),"{""manifestations"":39}",Represent all 39 manifestations in the intended source-reference domain.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B04,source_description,count(//mei:manifestation//mei:item),"{""held_items"":38}",Represent all 38 held items and their manifestation relationships.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B05,performance_event,count((//mei:work)[1]//mei:event),"{""events"":602}",Represent all 602 catalogue events in the performance domain where applicable.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""matrix_cell_rows_bounded"":true,""performance_count"":602,""rows"":[{""database_id"":117,""location"":""Venue: Odd Fellow Palæet; Place: Copenhagen"",""note"":""Carl Nielsen. Dance of the Cockerel (Hanedansen), Prelude to Act Two (Forspil til 2. akt) and Magdelone's Dancing Scene (Magdelones Dansescene) only."",""performed_on"":""1905-11-11"",""performers"":""Carl Nielsen (conductor), Thyra Larsen, singer (performer)""},{""database_id"":118,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":""First performance."",""performed_on"":""1906-11-11"",""performers"":""Carl Nielsen (conductor), Julius Lehmann (director), Karl Mantzius (Jeronimus) (performer), Jonna Neiiendam (Magdelone) (performer), Hans Kjerulf (Leander) (performer), Helge Nissen (Henrik) (performer), Lars Knudsen (Arv) (performer), Peter Jerndorff (Leonard) (performer), Emilie Ulrich (Leonore) (performer), Ida Møller (Pernille) (performer)""},{""database_id"":119,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1906-11-13"",""performers"":""Carl Nielsen (conductor)""},{""database_id"":120,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1906-11-15"",""performers"":""Carl Nielsen (conductor)""},{""database_id"":121,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1906-11-18"",""performers"":""Carl Nielsen (conductor)""},{""matrix_cell_omitted_middle_count"":592},{""database_id"":714,""location"":""Venue: Axelborg; Place: Copenhagen"",""note"":""Magdelone's Dancing Scene (Magdelones Dansescene) only."",""performed_on"":""1931-09-21"",""performers"":""Carl Rydahls Intrumentalensemble (ensemble)""},{""database_id"":715,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1931-09-26"",""performers"":""Egisto Tango (conductor)""},{""database_id"":716,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1931-09-30"",""performers"":""Egisto Tango (conductor)""},{""database_id"":717,""location"":""Venue: The Royal Theatre (Det Kongelige Teater); Place: Copenhagen"",""note"":null,""performed_on"":""1931-10-02"",""performers"":""Egisto Tango (conductor)""},{""database_id"":718,""location"":""Place: Oslo"",""note"":""Dance of the Cockerel (Hanedansen) only."",""performed_on"":""1931-10-02"",""performers"":""Filharmonisk Selskaps Orkester (ensemble), J. L. Mowinckel (conductor)""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The corrected database contains 602 Performance rows for the 602 selected catalogue events, preserving this bounded count assertion without claiming a richer event model. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B06,relation_target,count((//mei:work)[1]//*[@target]),"{""target_attributes"":106}",Retain all 106 asserted target attributes with their structural categories.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""external_reference_count"":1,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{""absolute_http_url"":1},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""}],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. One syntactically absolute HTTP(S) target is retained; 100 graphic targets and five internal or root-relative relation/ref/ptr targets are absent from ExternalReference. The retained subset is non-contradictory, so this compound structural assertion is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B07,relation_target,count((//mei:work)[1]//mei:graphic[@target]),"{""graphic_targets"":100}",Retain the 100 graphic targets as graphic/incipit references.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""external_reference_count"":1,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{""absolute_http_url"":1},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""}],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. All 100 graphic targets lack a stored representation, so their information is omitted without a contradictory replacement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B08,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""relation_ref_ptr_targets"":6}",Retain all six relation/ref/ptr targets together with relation type and target category.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""external_reference_count"":1,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{""absolute_http_url"":1},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""}],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The one absolute HTTP(S) relation/ref/ptr target is retained, while five internal or root-relative targets and their relation categories are not modeled. The compound assertion is incomplete but does not contradict the source by presenting internal targets as external. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
boundary_stress,CNW 2,dcm-catalogue-data/cnw/data-cnw/cnw0002.xml,2-B09,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""absolute_urls"":1}",Retain the single absolute URL while distinguishing it from internal/relative targets.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""external_reference_count"":1,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{""absolute_http_url"":1},""rows"":[{""label"":""External reference"",""target"":""https://tidsskrift.dk/carlnielsenstudies/article/view/27777/24456""}],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. The one absolute HTTP(S) source target is retained unchanged as one ExternalReference URL, preserving this bounded absolute-URL assertion. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
