"evaluation_tier","record_identifier","source_file","assertion_id","domain","official_source_locator","official_expected_value","expected_mapped_meaning","baseline_import_status","stored_database_value","api_observation","classification","eligible_for_semantic_denominator","rationale"
"boundary_stress","CNW 53","dcm-catalogue-data/cnw/data-cnw/1292525519.xml","53-T01","technical_import","archive-member:dcm-catalogue-data/cnw/data-cnw/1292525519.xml; (//mei:work)[1]","{""file_size"":16623,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}","Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.","success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""missing_composition_date_or_year"",""no_movements"",""no_instrumentation"",""no_source_references"",""no_performance_information""],""warning_count"":5,""work_row_remains"":true},""stored_work_id"":3}","{""database_equality"":true,""detail_http_status"":200,""index_present"":true}","not applicable","false","The record has an accountable successful Stage A import and is present in both limited API checks. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 53","dcm-catalogue-data/cnw/data-cnw/1292525519.xml","53-B01","composition_date","count((//mei:work)[1]/mei:creation)","{""direct_creation_count"":0}","Preserve the absence of a direct work-level creation date without substituting an unrelated nested date.","success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information","{""composition_date"":null,""composition_year"":null,""structured_bounds_or_uncertainty_fields"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""composition_date"":null,""composition_year"":null},""index_present"":true}","preserved","true","The official work has no direct creation date and the database stores neither composition_date nor composition_year, preserving the asserted absence rather than selecting an unrelated nested value. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 53","dcm-catalogue-data/cnw/data-cnw/1292525519.xml","53-B02","instrumentation","count((//mei:work)[1]//mei:perfRes[normalize-space()])","{""populated_resources"":0}","Preserve the absence of populated performance resources.","success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information","{""codedval_or_solo_fields"":[],""instrumentation_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""instrumentation"":[],""instrumentation_sections_or_attributes"":[]},""index_present"":true}","preserved","true","The official work has zero populated performance resources and the database/API contain zero instrumentation rows, preserving the asserted absence. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 53","dcm-catalogue-data/cnw/data-cnw/1292525519.xml","53-B03","source_description","count(//mei:manifestation)","{""manifestations"":1}","Represent the single manifestation in the intended source-reference domain.","success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 53","dcm-catalogue-data/cnw/data-cnw/1292525519.xml","53-B04","source_description","count(//mei:manifestation//mei:item)","{""held_items"":1}","Represent the single held item and its relationship to the manifestation.","success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 53","dcm-catalogue-data/cnw/data-cnw/1292525519.xml","53-B05","performance_event","count((//mei:work)[1]//mei:event)","{""events"":0}","Preserve the absence of performance-event structures.","success with warning; ImportLog=success; warnings=missing_composition_date_or_year,no_movements,no_instrumentation,no_source_references,no_performance_information","{""performance_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""performances"":[]},""index_present"":true}","preserved","true","The official record has zero events and the database/API contain zero performance rows, preserving the asserted absence. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-T01","technical_import","archive-member:dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml; (//mei:work)[1]","{""file_size"":29171,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}","Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_instrumentation"",""no_source_references"",""no_performance_information""],""warning_count"":4,""work_row_remains"":true},""stored_work_id"":1}","{""database_equality"":true,""detail_http_status"":200,""index_present"":true}","not applicable","false","The record has an accountable successful Stage A import and is present in both limited API checks. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-B01","work_identity","count(//mei:work); (//mei:work)[1]/mei:identifier","{""identifiers"":[{""type"":""CNW"",""value"":""Coll. 18""},{""type"":""CNU"",""value"":""III/5, 145–181, 199""},{""type"":""FS"",""value"":""103""}],""work_count"":1}","Represent the collection record as one work without splitting or conflating its graph-linked parts.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""catalogue_identifiers"":[{""type"":""CNW"",""value"":""Coll. 18""},{""type"":""CNU"",""value"":""III/5, 145–181, 199""},{""type"":""FS"",""value"":""103""}],""title"":""Bidrag til \""Folkehøjskolens Melodibog\"" (ca. 1923)"",""work_id"":1}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""catalogue_identifiers"":[{""type"":""CNW"",""value"":""Coll. 18""},{""type"":""CNU"",""value"":""III/5, 145–181, 199""},{""type"":""FS"",""value"":""103""}],""id"":1,""source_identifier"":""work_id0a5a469e"",""title"":""Bidrag til \""Folkehøjskolens Melodibog\"" (ca. 1923)""},""index_present"":true}","preserved","true","The official collection is represented by one stored work with the CNW Coll. 18 identifier and one API detail object, preserving the one-work collection identity at this bounded level. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-B02","relation_target","count((//mei:work)[1]//mei:relation)","{""relations"":40}","Retain all 40 collection-graph relations with their relation categories.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""external_reference_count"":42,""mechanical_target_categories"":{""relative_target"":42},""rows"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""target"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""target"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""target"":""22225400586721.xml""},{""label"":""hasRevision"",""target"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""target"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""target"":""cnw0258.xml""},{""label"":""hasPart"",""target"":""cnw0259.xml""},{""label"":""hasPart"",""target"":""cnw0260.xml""},{""label"":""hasPart"",""target"":""cnw0318.xml""},{""label"":""hasPart"",""target"":""cnw0261.xml""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":42,""external_references"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""url"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""url"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""url"":""22225400586721.xml""},{""label"":""hasRevision"",""url"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""url"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""url"":""cnw0258.xml""},{""label"":""hasPart"",""url"":""cnw0259.xml""},{""label"":""hasPart"",""url"":""cnw0260.xml""},{""label"":""hasPart"",""url"":""cnw0318.xml""},{""label"":""hasPart"",""url"":""cnw0261.xml""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","Targets from all 40 relation nodes are present among 42 stored ExternalReference rows, but the internal collection-graph relations are materially mislabelled in the ExternalReference domain and are not represented separately from two ref targets. Under the compound-assertion rule, that contradictory domain label makes the assertion incorrect despite retained target values and labels. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-B03","relation_target","count((//mei:work)[1]//mei:relation[@rel='hasPart'])","{""has_part_relations"":38}","Retain all 38 `hasPart` relations as internal collection-graph relationships.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""external_reference_count"":42,""mechanical_target_categories"":{""relative_target"":42},""rows"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""target"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""target"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""target"":""22225400586721.xml""},{""label"":""hasRevision"",""target"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""target"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""target"":""cnw0258.xml""},{""label"":""hasPart"",""target"":""cnw0259.xml""},{""label"":""hasPart"",""target"":""cnw0260.xml""},{""label"":""hasPart"",""target"":""cnw0318.xml""},{""label"":""hasPart"",""target"":""cnw0261.xml""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":42,""external_references"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""url"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""url"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""url"":""22225400586721.xml""},{""label"":""hasRevision"",""url"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""url"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""url"":""cnw0258.xml""},{""label"":""hasPart"",""url"":""cnw0259.xml""},{""label"":""hasPart"",""url"":""cnw0260.xml""},{""label"":""hasPart"",""url"":""cnw0318.xml""},{""label"":""hasPart"",""url"":""cnw0261.xml""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","The 38 hasPart targets and labels survive, but they are stored in the ExternalReference domain rather than as internal collection-graph relationships. This material category mislabelling makes the assertion incorrect. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-B04","performance_event","count((//mei:work)[1]//mei:event)","{""events"":0}","Preserve the absence of event structures.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""performance_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""performances"":[]},""index_present"":true}","preserved","true","The official record has zero events and the database/API contain zero performance rows, preserving the asserted absence. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-B05","relation_target","(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target]","{""absolute_work_urls"":0}","Preserve the distinction that none of the work-level targets is an absolute URL.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""external_reference_count"":42,""mechanical_target_categories"":{""relative_target"":42},""rows"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""target"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""target"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""target"":""22225400586721.xml""},{""label"":""hasRevision"",""target"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""target"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""target"":""cnw0258.xml""},{""label"":""hasPart"",""target"":""cnw0259.xml""},{""label"":""hasPart"",""target"":""cnw0260.xml""},{""label"":""hasPart"",""target"":""cnw0318.xml""},{""label"":""hasPart"",""target"":""cnw0261.xml""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":42,""external_references"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""url"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""url"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""url"":""22225400586721.xml""},{""label"":""hasRevision"",""url"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""url"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""url"":""cnw0258.xml""},{""label"":""hasPart"",""url"":""cnw0259.xml""},{""label"":""hasPart"",""url"":""cnw0260.xml""},{""label"":""hasPart"",""url"":""cnw0318.xml""},{""label"":""hasPart"",""url"":""cnw0261.xml""}],""relation_or_target_category_fields"":[]},""index_present"":true}","preserved","true","All 42 stored graph-target strings remain non-absolute, matching the official absence of absolute work URLs. This bounded absence is preserved even though their domain mapping is assessed separately. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW Coll. 18","dcm-catalogue-data/cnw/data-cnw/03f4c141-9dab-46d7-b8c1-9d0000cc997a.xml","COLL18-B06","relation_target","(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target]","{""absolute_count"":0,""has_part_count"":38,""relation_count"":40,""target_count"":42}","Retain internal/relative collection-graph targets as graph relations rather than mislabelling them as external links.","success with warning; ImportLog=success; warnings=no_movements,no_instrumentation,no_source_references,no_performance_information","{""external_reference_count"":42,""mechanical_target_categories"":{""relative_target"":42},""rows"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""target"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""target"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""target"":""22225400586721.xml""},{""label"":""hasRevision"",""target"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""target"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""target"":""cnw0258.xml""},{""label"":""hasPart"",""target"":""cnw0259.xml""},{""label"":""hasPart"",""target"":""cnw0260.xml""},{""label"":""hasPart"",""target"":""cnw0318.xml""},{""label"":""hasPart"",""target"":""cnw0261.xml""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":42,""external_references"":[{""label"":""Tillæg til Folkehøjskolens Melodibog"",""url"":""document.xq?doc=22225579311185.xml""},{""label"":""Fire folkelige Melodier"",""url"":""document.xq?doc=50911efc-3712-40bf-8695-bf4614e722c4.xml""},{""label"":""isRevisionOf"",""url"":""22225400586721.xml""},{""label"":""hasRevision"",""url"":""ef9c5b1c-889e-47bd-80c8-37902eb9e1a6.xml""},{""label"":""hasPart"",""url"":""cnw0243.xml""},{""omitted_middle_count"":32},{""label"":""hasPart"",""url"":""cnw0258.xml""},{""label"":""hasPart"",""url"":""cnw0259.xml""},{""label"":""hasPart"",""url"":""cnw0260.xml""},{""label"":""hasPart"",""url"":""cnw0318.xml""},{""label"":""hasPart"",""url"":""cnw0261.xml""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","Every internal/relative collection-graph target is exposed through ExternalReference rows. The values survive, but the graph is materially misclassified as external links, so the mapping assertion is incorrect. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-T01","technical_import","archive-member:dcm-catalogue-data/cnw/data-cnw/cnw0017.xml; (//mei:work)[1]","{""file_size"":583753,""namespace"":""http://www.music-encoding.org/ns/mei"",""stage_a_classification"":""success with warning"",""stage_a_import_log_status"":""success"",""well_formed"":true}","Record the frozen technical outcome separately from semantic fidelity; successful processing is not semantic preservation.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""stage_a"":{""classification"":""success with warning"",""exactly_one_import_log"":true,""import_log_status"":""success"",""warning_categories"":[""no_movements"",""no_source_references"",""no_performance_information""],""warning_count"":3,""work_row_remains"":true},""stored_work_id"":49}","{""database_equality"":true,""detail_http_status"":200,""index_present"":true}","not applicable","false","The record has an accountable successful Stage A import and is present in both limited API checks. This is a technical outcome, not a semantic mapping assertion, so it is classified not applicable and excluded from the semantic denominator. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B01","component_structure","count((//mei:work)[1]//mei:expression)","{""expressions"":57}","Represent all 57 expressions without assuming each expression is a musical movement.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B02","component_structure","count((//mei:work)[1]//mei:componentList)","{""component_lists"":11}","Represent all 11 component-list structures and their hierarchy.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""expression_or_component_fields"":[],""movements"":[]},""index_present"":true}","omitted","true","The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B03","instrumentation","count((//mei:work)[1]//mei:perfRes[normalize-space()])","{""perf_res"":62}","Represent all 62 populated performance resources and their material attributes.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""codedval_or_solo_fields"":[],""instrumentation_count"":36,""rows"":[{""name"":""1 fl."",""section"":""perfResList""},{""name"":""2 fl./fl.picc."",""section"":""perfResList""},{""name"":""2 ob."",""section"":""perfResList""},{""name"":""1 cor.ingl."",""section"":""perfResList""},{""name"":""2 cl."",""section"":""perfResList""},{""omitted_middle_count"":26},{""name"":""1 B."",""section"":""perfResList""},{""name"":""2 fl."",""section"":""perfResList""},{""name"":""1 fl.picc."",""section"":""perfResList""},{""name"":""1 tamb.picc."",""section"":""perfResList""},{""name"":""1 pf."",""section"":""perfResList""}]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""instrumentation"":[""1 A."",""1 B."",""1 S."",""1 T."",""1 arpa"",{""omitted_middle_count"":26},""2 ob."",""2 tr."",""2 trb.t."",""4 cor."",""4 tamb.picc.""],""instrumentation_sections_or_attributes"":[]},""index_present"":true}","omitted","true","Thirty-six instrumentation rows represent only a subset of the 62 populated perfRes elements because name-based normalization and deduplication collapse source resource occurrences; material resource attributes are also absent. The surviving rows do not contradict the source, so the missing information is classified as omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B04","source_description","count(//mei:manifestation)","{""manifestations"":15}","Represent all 15 manifestations in the intended source-reference domain.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B05","source_description","count(//mei:manifestation//mei:item)","{""held_items"":13}","Represent all 13 held items and their manifestation relationships.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""rows"":[],""source_reference_count"":0}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""sources"":[]},""index_present"":true}","omitted","true","The official manifestation/item information has no stored source-reference representation; the database and API source arrays are empty. The asserted information is missing without a contradictory replacement, so it is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B06","performance_event","count((//mei:work)[1]//mei:event)","{""events"":211}","Represent all 211 catalogue events in the performance domain where applicable.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""performance_count"":0,""rows"":[]}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""performances"":[]},""index_present"":true}","omitted","true","The official event structure is not represented: the canonical database has zero performance rows and the API performance array is empty. The asserted event information is omitted rather than contradicted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B07","relation_target","count((//mei:work)[1]//*[@target])","{""target_attributes"":92}","Retain all 92 asserted target attributes with their structural categories.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":8,""mechanical_target_categories"":{""relative_target"":5,""root_relative_target"":3},""rows"":[{""label"":""hasArrangement"",""target"":""cnw0227.xml""},{""label"":""hasArrangement"",""target"":""cnw0228.xml""},{""label"":""hasArrangement"",""target"":""cnw0229.xml""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""target"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_17""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":8,""external_references"":[{""label"":""hasArrangement"",""url"":""cnw0227.xml""},{""label"":""hasArrangement"",""url"":""cnw0228.xml""},{""label"":""hasArrangement"",""url"":""cnw0229.xml""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""url"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_17""}],""relation_or_target_category_fields"":[]},""index_present"":true}","incorrect","true","Eighty-four graphic targets are omitted, while the eight retained internal or relative relation targets are stored in the ExternalReference domain. Because the compound assertion includes a material category mislabelling, it is classified as incorrect; this decision is not based merely on the difference between 92 source targets and eight stored rows. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
"boundary_stress","CNW 17","dcm-catalogue-data/cnw/data-cnw/cnw0017.xml","17-B08","relation_target","(//mei:work)[1]//*[@target]","{""absolute_count"":0,""target_attributes"":92}","Retain the internal/relative category of every target rather than presenting it as an external link.","success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_performance_information","{""external_reference_count"":8,""mechanical_target_categories"":{""relative_target"":5,""root_relative_target"":3},""rows"":[{""label"":""hasArrangement"",""target"":""cnw0227.xml""},{""label"":""hasArrangement"",""target"":""cnw0228.xml""},{""label"":""hasArrangement"",""target"":""cnw0229.xml""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""target"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""target"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""target"":""appendix.xq#CNW_17""}],""stored_domain"":""ExternalReference""}","{""database_equality"":true,""detail_http_status"":200,""exposed"":{""external_reference_count"":8,""external_references"":[{""label"":""hasArrangement"",""url"":""cnw0227.xml""},{""label"":""hasArrangement"",""url"":""cnw0228.xml""},{""label"":""hasArrangement"",""url"":""cnw0229.xml""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_I_08_aladdin.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_II_08a_aladdin_suite.pdf""},{""label"":""hasReproduction"",""url"":""/dcm/assets/cnu/pdf/CNU_IV_01_juvenilia_et_addenda.pdf#page=268""},{""label"":""hasArrangement"",""url"":""29ed9322-a12d-4efe-bb1a-513797128bfe.xml""},{""label"":""hasArrangement"",""url"":""appendix.xq#CNW_17""}],""relation_or_target_category_fields"":[]},""index_present"":true}","omitted","true","The eight retained relation targets remain non-absolute, but 84 non-absolute graphic targets are missing. No contradictory absolute target is introduced, so the incomplete compound assertion is omitted. Limited API equality with the canonical database does not by itself establish official-source fidelity or usability."
